id,question,option_a,option_b,option_c,option_d,answer,explanation,why_wrong_a,why_wrong_b,why_wrong_c,why_wrong_d,subject,topic,subtopic,tags,question_image_url
pearson_cell_cycle_and_cell_division_pyq_3_9be8d1ab,Which stages of cell division do the following figures A and B represent respectively? A [AIPMT PRE 2010] A,Metaphase - Telophase,Telophase - Metaphase,Late anaphase - Prophase,Prophase - Anaphase,C,Image reference: https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//e33bfac3-dc04-4bae-8eb1-47d20c397459/markdown_3/imgs/img_in_image_box_288_656_401_854.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A02%3A08Z%2F-1%2F%2F4a59ca6660fd3f72df539d6140e10be035e2f4634bcc3ec2933ffac3b7221511,,,,,Biology,Cell Cycle and Cell Division,Pyq,2010; 2011; AIPMT; Pearson 2019; PYQ,https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//e33bfac3-dc04-4bae-8eb1-47d20c397459/markdown_3/imgs/img_in_image_box_288_656_401_854.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A02%3A08Z%2F-1%2F%2F4a59ca6660fd3f72df539d6140e10be035e2f4634bcc3ec2933ffac3b7221511
pearson_cell_cycle_and_cell_division_pyq_4_885d4e04,"At metaphase, the chromosomes are attached to the spindle fibres by their [AIPMT MAINS 2011]",Satellites,Secondary constrictions,Kinetochores,Centromeres,C,,,,,,Biology,Cell Cycle and Cell Division,Pyq,2012; AIPMT; Pearson 2019; PYQ,
pearson_cell_cycle_and_cell_division_pyq_5_e49287ac,Identify the meiotic stage in which the homologous chromosomes separate while the sister chromatids remain associated at their centromeres: [AIPMT MAINS 2012],Metaphase II,Anaphase I,Anaphase II,Metaphase I,B,,,,,,Biology,Cell Cycle and Cell Division,Pyq,2012; AIPMT; Pearson 2019; PYQ,
pearson_cell_cycle_and_cell_division_pyq_6_d6d428a9,During gamete formation the enzyme recombinase participates during [AIPMT PRE 2012],Metaphase I,Anaphase II,Prophase I,Prophase II,C,,,,,,Biology,Cell Cycle and Cell Division,Pyq,Pearson 2019; PYQ,
pearson_cell_cycle_and_cell_division_pyq_7_c8378ef3,Given below is the representation of a certain event at a particular stage of a type of cell division. What is this stage?,Prophase I during meiosis,Prophase II during meiosis,Prophase of mitosis [AIPMT PRE 2012],Both prophase and metaphase of mitosis,A,Image reference: https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//e33bfac3-dc04-4bae-8eb1-47d20c397459/markdown_4/imgs/img_in_image_box_299_310_571_582.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A02%3A09Z%2F-1%2F%2Fcbcae669ca7547f271161de520dd3b2d7fb7b64d94136afe8df800fd6776dfaa,,,,,Biology,Cell Cycle and Cell Division,Pyq,2012; 2013; AIPMT; Pearson 2019; PYQ,https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//e33bfac3-dc04-4bae-8eb1-47d20c397459/markdown_4/imgs/img_in_image_box_299_310_571_582.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A02%3A09Z%2F-1%2F%2Fcbcae669ca7547f271161de520dd3b2d7fb7b64d94136afe8df800fd6776dfaa
pearson_cell_cycle_and_cell_division_pyq_8_b0bf72c7,The complex formed by a pair of synapsed homologous chromosomes is called [AIPMT 2013],Equatorial plate,Kinetochore,Bivalent,Axoneme,C,,,,,,Biology,Cell Cycle and Cell Division,Pyq,Pearson 2019; PYQ,
pearson_cell_cycle_and_cell_division_pyq_9_6e730fe2,A stage of cell division is shown in the below figure. Select the answer which gives the correct identification of this stage with its characteristics. [AIPMT 2013],"Telophase Nuclear envelope reforms, Golgi complex reforms.","Late anaphase Chromosomes move away from the equatorial plate, Golgi complex is not present.",Cytokinesis Cell plate formed by mitochondria is distributed between two daughter cells.,Telophase Endoplasmic reticulum and nucleolus is not reformed yet.,A,Image reference: https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//e33bfac3-dc04-4bae-8eb1-47d20c397459/markdown_4/imgs/img_in_image_box_340_823_449_1015.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A02%3A09Z%2F-1%2F%2F4f64715a05e45df2c547eb7bbd3c50747948f1ffe7bb8d40c1661ead5aa82a64,,,,,Biology,Cell Cycle and Cell Division,Pyq,2013; 2014; AIPMT; Pearson 2019; PYQ,https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//e33bfac3-dc04-4bae-8eb1-47d20c397459/markdown_4/imgs/img_in_image_box_340_823_449_1015.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A02%3A09Z%2F-1%2F%2F4f64715a05e45df2c547eb7bbd3c50747948f1ffe7bb8d40c1661ead5aa82a64
pearson_cell_cycle_and_cell_division_pyq_10_d0d08d57,"During which phase(s) of cell cycle, the amount of DNA in a cell remains at 4C level if the initial amount is denoted as 2C? [AIPMT 2014]",$ G_(0) $ and $ G_(1) $,$ G_(1) $ and S,Only $ G_(2) $,$ G_(2) $ and M,D,,,,,,Biology,Cell Cycle and Cell Division,Pyq,2014; AIPMT; Pearson 2019; PYQ,
pearson_cell_cycle_and_cell_division_pyq_11_699e001c,In 'S' phase of the cell cycle [AIPMT 2014],The amount of DNA doubles in each cell.,The amount of DNA remains the same in each cell.,The chromosome number is increased.,The amount of DNA is reduced to half in each cell.,A,,,,,,Biology,Cell Cycle and Cell Division,Pyq,2014; AIPMT; Pearson 2019; PYQ,
pearson_cell_cycle_and_cell_division_pyq_12_353c30d1,The enzyme recombinase is required at which state of meiosis [AIPMT 2014],Pachytene,Zygotene,Diplotene,Diakinesis,A,,,,,,Biology,Cell Cycle and Cell Division,Pyq,Pearson 2019; PYQ,
pearson_cell_cycle_and_cell_division_pyq_13_a5dcd8d6,Select the correct option. Column I A. Synapsis aligns homologous chromosomes B. Synthesis of RNA and protein C. Action of enzyme recombinase D. Centromeres do not separate but chromatids move towards opposite poles,"A:2, B:1, C:3, D:4","A:2, B:3, C:1, D:4","A:1, B:2, C:3, D:4","A:2, B:3, C:4, D:1 - 1. Anaphase II - 2. Zygotene - 3. G₂ phase - 4. Anaphase I [AIPMT 2015]",B,,,,,,Biology,Cell Cycle and Cell Division,Pyq,2015; AIPMT; Pearson 2019; PYQ,
pearson_cell_cycle_and_cell_division_pyq_14_f4a8e17c,A somatic cell that has just completed the S phase of its cell cycle when compared to the gamete of the same species has [AIPMT 2015],Twice the number of chromosomes and twice the amount of DNA.,Same number of chromosomes but twice the amount of DNA.,Twice the number of chromosomes and four times the amount of DNA.,Four times the number of chromosomes and twice the amount of DNA.,C,,,,,,Biology,Cell Cycle and Cell Division,Pyq,2015; AIPMT; Pearson 2019; PYQ,
pearson_cell_cycle_and_cell_division_pyq_15_ff217a35,Arrange the following events of meiosis in correct sequence:,",",",",",",",",A,,,,,,Biology,Cell Cycle and Cell Division,Pyq,Pearson 2019; PYQ,
pearson_cell_cycle_and_cell_division_pyq_16_cd55139f,Spindle fibres attach on to:,Telomere of the chromosome,Kinetochore of the chromosome,Centromere of the chromosome,Kinetosome of the chromosome,B,,,,,,Biology,Cell Cycle and Cell Division,Pyq,Pearson 2019; PYQ,
pearson_cell_cycle_and_cell_division_pyq_17_21a398b4,In meiosis crossing over is initiated at:,Pachytene,Leptotene,Zygotene,Diplotene,A,,,,,,Biology,Cell Cycle and Cell Division,Pyq,2016; NEET; Pearson 2019; PYQ,
pearson_cell_cycle_and_cell_division_pyq_18_141c7a0d,"Which of the following is not characteristic feature during mitosis in somatic cells? [NEET - I, 2016]",Spindle fibres,Disappearance of nucleolus,Chromosome movement,Synapsis,D,,,,,,Biology,Cell Cycle and Cell Division,Pyq,2016; NEET; Pearson 2019; PYQ,
pearson_cell_cycle_and_cell_division_pyq_19_f1555abf,"During cell growth, DNA synthesis takes place in (a) G_{1} phase (b) G_{2} phase (c) M phase (d) S phase [NEET - II, 2016]",G_(1) phase,G_(2) phase,M phase,"S phase [NEET - II, 2016]",D,,,,,,Biology,Cell Cycle and Cell Division,Pyq,2016; NEET; Pearson 2019; PYQ,
pearson_cell_cycle_and_cell_division_pyq_20_cc2c9529,"Match the stage of meiosis in Column - I to their characteristic features in Column - II and select the correct option using the codes given below: [NEET - II, 2016] Column - I A. Pachytene B. Metaphase I C. Diakinesis D. Zygotene","A : 1, B : 4, C : 2, D : 3","A : 2, B : 4, C : 3, D : 1","A : 4, B : 3, C : 2, D : 1","A : 3, B : 4, C : 2, D : 1 Column - II 1. Pairing of homologous chromosomes 2. Terminalisation of chiasmata 3. Crossing over takes place 4. Chromosomes align at equatorial plate",D,,,,,,Biology,Cell Cycle and Cell Division,Pyq,Pearson 2019; PYQ,
pearson_cell_cycle_and_cell_division_pyq_21_6cf7013d,"When cell has stalled DNA replication fork which checkpoint should be predominantly activated? [NEET - II, 2016]",$ G_(2)/M $,M,Both $ G_(2)/M $ and M,$ G_(1)/S $,A,,,,,,Biology,Cell Cycle and Cell Division,Pyq,Pearson 2019; PYQ,
pearson_cell_cycle_and_cell_division_ncert_1_e1951f6f,Meiosis results in,Production of gametes,Reduction in the number of chromosomes,Introduction of variation,All the above,D,,,,,,Biology,Cell Cycle and Cell Division,Ncert,NCERT Exemplar; Pearson 2019,
pearson_cell_cycle_and_cell_division_ncert_2_da0ae87c,At which stage of meiosis does the genetic constitution of gametes is finally decided?,Metaphase I,Anaphase II,Metaphase II,Anaphase I,D,,,,,,Biology,Cell Cycle and Cell Division,Ncert,NCERT Exemplar; Pearson 2019,
pearson_cell_cycle_and_cell_division_ncert_3_a9553676,Meiosis occurs in organisms during,Sexual reproduction,Vegetative reproduction,Both sexual and vegetative reproduction,Pairing of homologous chromosomes,A,,,,,,Biology,Cell Cycle and Cell Division,Ncert,NCERT Exemplar; Pearson 2019,
pearson_cell_cycle_and_cell_division_ncert_4_20e771e1,During anaphase–I of meiosis,Homologous chromosomes separate,Non-homologous autosomes separate,Sister chromatids separate,Non-sister chromatids separate,A,,,,,,Biology,Cell Cycle and Cell Division,Ncert,NCERT Exemplar; Pearson 2019,
pearson_cell_cycle_and_cell_division_ncert_5_debcf4e5,Mitosis is characterized by,Two chromatids and one centromere,Two chromatids and two centromeres,Four chromatids and two centromeres,Four chromatids and four centromeres.,B,,,,,,Biology,Cell Cycle and Cell Division,Ncert,NCERT Exemplar; Pearson 2019,
pearson_cell_cycle_and_cell_division_ncert_7_9d66403c,Cells which are not dividing are likely to be at,$ G_(1) $,$ G_(2) $,$ G_(0) $,S phase,C,,,,,,Biology,Cell Cycle and Cell Division,Ncert,NCERT Exemplar; Pearson 2019,
pearson_cell_cycle_and_cell_division_ncert_8_6a5b0c84,Which of the events listed below is not observed during mitosis?,Chromatin condensation.,Movement of centrioles to opposite poles.,Appearance of chromosomes with two chromatids joined together at the centromere.,Crossing over,D,,,,,,Biology,Cell Cycle and Cell Division,Ncert,NCERT Exemplar; Pearson 2019,
pearson_cell_cycle_and_cell_division_ncert_9_2200863a,Identify the wrong statement about meiosis,Pairing of homologous chromosomes.,Four haploid cells are formed.,At the end of meiosis the number of chromosomes are reduced to half.,Two cycles of DNA replication occur.,D,,,,,,Biology,Cell Cycle and Cell Division,Ncert,NCERT Exemplar; Pearson 2019,
pearson_cell_cycle_and_cell_division_ncert_10_2f1fa475,Select the correct statement about $ G_{1} $ phase.,Cell is metabolically inactive.,DNA in the cell does not replicate.,It is not a phase of synthesis of macromolecules.,Cell stops growing.,B,,,,,,Biology,Cell Cycle and Cell Division,Ncert,NCERT Exemplar; Pearson 2019,
pearson_transport_in_plants_practice_1_c0a7bd1d,"In flowering plant, we need to transport",Water and mineral nutrients,Organic nutrients,Plant growth regulators,All of these,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_2_1225476d,"For covering a small distance, the substances move by",Diffusion,Cytoplasmic streaming,Active transport,All of these,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_3_7d1da97e,Transport over longer distance is known as,Translocation,Transformation,Transduction,Diffusion,A,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_4_c0fc69ed,Which of the following undergoes multidirectional transport?,Water,Mineral nutrients,Organic nutrients,Both b and c,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_5_51be72bf,Transport of which substance is essentially unidirectional in xylem?,"Mineral nutrients taken up by the roots and transported upward into stem, leaves and growing region.","When a plant part undergoes senescence, the nutrient always remains in the senescence part and gets lost from the plant.",In flowering plant the complex traffic of compound in unorderly manner moving in different direction.,All hormones show polarised movement.,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_7_fa6c707c,Diffusion can occur between,One part of cell to other part,Cell to cell,Intercellular space to outside of leaf,All of these,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_8_33df0ce0,The only mode of gaseous movement in plant body is,Diffusion,Osmosis,Facilitated transport,All of these,A,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_10_61d2a28c,Diffusion rate is affected by,Concentration gradient,Membrane permeability through which it occurs,Pressure and temperature,All of these,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_11_2961debd,Find out the total number of false statements from the following.,1,2,3,4,A,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_12_7dd3f7ab,Facilitated diffusion requires ___ to transport substance across membrane.,Special membrane protein,ATP,Protein inhibitor,All of these,A,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_13_1e69d5cc,Which process undergoes saturation?,Facilitated diffusion,Active transport,Simple diffusion,Both a and b,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_14_6b07805f,Which of the following transport is not highly selective?,Facilitated diffusion,Active transport,Simple diffusion,All of these,C,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_15_10b0eb20,"Identify A, B and C in the given figure.","A-Transported molecule, B-Inner side of cell, C-Transport protein","A-Transport protein, B-Transported molecule, C-Membrane","A-Inner side of cell, B-Membrane, C-Transported molecule","A-Membrane, B-Transport protein, C-Transported molecule",B,Image reference: https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//382cf3d4-4c7f-41d9-b07e-f7f011443316/markdown_3/imgs/img_in_image_box_393_895_591_1121.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A02%3A16Z%2F-1%2F%2F07058342c085b4d3a4f8ede6e4fc0cc5547aaec0466c15f2b3cfb8de3dd761ce,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//382cf3d4-4c7f-41d9-b07e-f7f011443316/markdown_3/imgs/img_in_image_box_393_895_591_1121.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A02%3A16Z%2F-1%2F%2F07058342c085b4d3a4f8ede6e4fc0cc5547aaec0466c15f2b3cfb8de3dd761ce
pearson_transport_in_plants_practice_16_e953d0f4,Where are poring proteins present?,Outer membrane of plastid,Inner membrane of mitochondria,Inner membrane of some bacteria,Outer membrane of ribosomes,A,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_18_41df9ed0,Some transport proteins allow diffusion only. If two type of molecules move together in the same direction. Such type of transport is known as,Symport,Antiport,Uniport,All of these,A,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_19_faa95e75,If two type of molecules move together in opposite direction. Such type of transport is known as,Symport,Antiport,Uniport,All of these,B,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_20_fafeaac6,When the molecule move across in a membrane independent of other molecules through carrier protein the process is known as,Symport,Antiport,Uniport,All of these,C,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_21_8b2d88a6,A transport which uses energy to pump molecules against a concentration gradient is known as,Diffusion,Facilitated diffusion,Active transport,All of these,C,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_22_05dbc2ff,"Proteins in the membrane, responsible for facilitated diffusion and active transport, show some common characteristic like.",1 and 2 only,2 and 3 only,3 and 4 only,All of these,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_23_8721650e,Identify the parts A to E given in the figure.,"A-Antiport B, B-Uniprot A, C-Antiport A, D-Symport B, E-Carrier point","A-Carrier point, B-Antiport A, C-Uniport A, D-Symport B, E-Antiport B","A-Carrier point, B-Antiport B, C-Symport B, D-Uniport A, E-Antiport A","A-Symport B, B-Antiport A, C-Antiport B, D-Carrier point, E-Uniport A ## 24. Identify A, B and C shown in this table:",C,Image reference: https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//382cf3d4-4c7f-41d9-b07e-f7f011443316/markdown_4/imgs/img_in_image_box_382_862_595_1225.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A02%3A17Z%2F-1%2F%2Fa59d6881e83dbabbe89a4565d3ead8dc4a75f27b99ebe97072039e7775895c89,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//382cf3d4-4c7f-41d9-b07e-f7f011443316/markdown_4/imgs/img_in_image_box_382_862_595_1225.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A02%3A17Z%2F-1%2F%2Fa59d6881e83dbabbe89a4565d3ead8dc4a75f27b99ebe97072039e7775895c89
pearson_transport_in_plants_practice_25_c246caeb,Select the incorrect statement from the following: (5) Mature corn plant absorbs almost three litres of water per day. (6) Mustered plant absorbs water epical to its own weight in about 5 hours.,All except 6,All except 5,Only 4,Only 3,C,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_26_af7f0fbb,Water is often a limitory factor for plant growth and ___ in both ___ and ___ environments.,"productivity, agricultural, natural","movement, agricultural, artificial","photosynthesis, aquatic, terrestrial","senescence, agricultural, natural",A,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_27_f9a12f37,The major similarity between active transport and facilitated diffusion is that,Both consume ATP,Both are passive,Both are non-selective,Both require membrane proteins,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_28_a96ad0e5,A watermelon has approximately ___ of water.,20%,80%,100%,92%,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_29_2dd2ef30,Which of the following has minimum amount of water?,Leaf,Flower,Epidermal cell of root,Cork,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_30_51c7ed48,Select from the following which one is moved by active transport,All except 4,All except 3,All except 1,All of these,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_31_5a1b9d18,The two main components which determine water potential are,Solute potential,Pressure potential,Matric potential,Both a and b,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_32_7454221e,Which of the following has the maximum water potential?,1 M of NaCl,0.5 M of glucose,Pure water,0.001 M of HCl,C,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_33_8da976e5,Three solutions in the container are given under one similar condition. Which solution possesses greater kinetic energy in water molecules?,A,B,C,All solution possess same energy,B,Image reference: https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//ca3a0ae8-20cc-4584-9c7f-011d19fe5eb8/markdown_1/imgs/img_in_image_box_306_404_425_508.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A03%3A21Z%2F-1%2F%2Fa8d80bab0c139c92b54f91bdc9e8f320bde007a691c846c71aeec990eb09f7cc,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//ca3a0ae8-20cc-4584-9c7f-011d19fe5eb8/markdown_1/imgs/img_in_image_box_306_404_425_508.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A03%3A21Z%2F-1%2F%2Fa8d80bab0c139c92b54f91bdc9e8f320bde007a691c846c71aeec990eb09f7cc
pearson_transport_in_plants_practice_34_36396e40,What is the condition for pure water having zero water potential?,Standard temperature,No pressure,At 1 atm pressure,Only a and b,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_35_609b72c5,Which is always negative (under natural condition)?,"1, 2 only",1 only,4 only,3 only,A,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_36_d9d90044,"The relationship between $ \psi_{w} $, $ \psi_{s} $ and $ \psi_{p} $ can be given as:",$ \psi_{s}=\psi_{w}+\psi_{p} $,$ \psi_{p}=\psi_{w}+\psi_{s} $,$ \psi_{w}=\psi_{p}+\psi_{s} $,All of these,C,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_37_09bb0389,Which of the following is important to determine that what is going in or out of the plant cell?,Cell membrane only,Tonoplast only,Both together,Cell wall only,C,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_38_23a2c31f,Cell wall is,Permeable,Impermeable,Semi-permeable,Selectively permeable,A,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_39_f217e607,Osmosis means diffusion of water across (a) Semi-permeable membrane (b) Differentially permeable membrane (c) Permeable membrane (d) Both (a) and (b),Semi-permeable membrane,Differentially permeable membrane,Permeable membrane,Both a and b,A,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_40_9c955287,Water will move from,Higher pressure potential to lower,Higher solute potential to lower,Higher water potential to lower,Lower water potential to higher,C,Image reference: https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//ca3a0ae8-20cc-4584-9c7f-011d19fe5eb8/markdown_2/imgs/img_in_image_box_135_140_539_403.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A03%3A22Z%2F-1%2F%2Faa9a6cbe8ffbfcc16449eef7cd676049c92cc26e76f0846a8cfdb3bf67c9290e,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//ca3a0ae8-20cc-4584-9c7f-011d19fe5eb8/markdown_2/imgs/img_in_image_box_135_140_539_403.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A03%3A22Z%2F-1%2F%2Faa9a6cbe8ffbfcc16449eef7cd676049c92cc26e76f0846a8cfdb3bf67c9290e
pearson_transport_in_plants_practice_42_36a7cb93,How we can get the egg membrane?,Remove yolk and albumin through a small hole at one end of the egg,Place the shell in dilute HCl for few hours,Both a and b,None of these,C,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_43_cd636a01,Identify A to D in the given figure.,"A-Pressure, B-Membrane, C-Water, D-Sucrose solution","A-Sucrose solution, B-Pressure, C-Water, D-Membrane","A-Membrane, B-Sucrose solution, C-Pressure, D-Water","A-Sucrose solution, B-Membrane, C-Water, D-Pressure",B,Image reference: https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//ca3a0ae8-20cc-4584-9c7f-011d19fe5eb8/markdown_2/imgs/img_in_image_box_355_788_634_1059.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A03%3A22Z%2F-1%2F%2F1272f6fa07fc0a2d96bd3f7e0fa7def69026391ec0d7ad4957749de1c6bea78a,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//ca3a0ae8-20cc-4584-9c7f-011d19fe5eb8/markdown_2/imgs/img_in_image_box_355_788_634_1059.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A03%3A22Z%2F-1%2F%2F1272f6fa07fc0a2d96bd3f7e0fa7def69026391ec0d7ad4957749de1c6bea78a
pearson_transport_in_plants_practice_45_9cfe5d98,Which portion of the root absorbs both water and minerals?,Terminal portion of roots,Zone of cell elongation,Zone of cell formation,Zone of cell differentiation,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_46_12af6d8c,Meaningful girdling (ringing) experiments cannot be done on sugarcane because,Phloem is present inside the xylem,It cannot tolerate the injury,Vascular bundles are scattered,Plants are very delicate,C,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_47_d0e49ce0,Some leaves are removed from the stem cuttings planted for vegetative propagation. This is done,To increase water uptake,Because it helps in rooting of cuttings,To reduce water loss,Because the cuttings need less food,C,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_48_ed2d93e2,"In terms of permeability, the cell wall and plasmalemma are (a) Permeable and differentially permeable respectively (b) Both semi-permeable (c) Semi-permeable and differentially permeable (d) Both differentially permeable",Permeable and differentially permeable respectively,Both semi-permeable,Semi-permeable and differentially permeable,Both differentially permeable,A,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_49_c5c4a6d2,The process of osmosis involves,Movement of solute through semi-permeable membrane,Movement of solvent through a semi-permeable membrane,Movement of solution through a semi-permeable membrane,None of these,B,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_50_91ca473d,Dry seeds when placed in water swells due to,Imbibitions,Absorption,Diffusion,Adsorption,A,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_51_e07ff02a,A cell placed in strong solution will shrink because,Cytoplasm will decompose,Mineral salt will break the cell wall,Salt water enter the cell,Water comes out by exosmosis,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_52_47430c46,A cell increases in volume if the external medium is,Hypotonic,Hypertonic,Isotonic,None of these,A,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
